Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,106.0,High Bridge - Morrisania,2015-2017,01/01/2015,23.5
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,409.0,Southeast Queens,2012-2014,01/02/2012,11.2
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,409.0,Southeast Queens,2015-2017,01/01/2015,17.3
Nitrogen dioxide (NO2),Mean,ppb,CD,101.0,Financial District (CD1),Summer 2012,06/01/2012,29.3
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,405.0,Ridgewood - Forest Hills,2015-2017,01/01/2015,32.2
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,503.0,Willowbrook,2012-2014,01/02/2012,26.7
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,205.0,Sunset Park,2017-2019,01/01/2017,33.0
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,503.0,Willowbrook,2005-2007,01/01/2005,30.2
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,403.0,Flushing - Clearview,2017-2019,01/01/2017,25.0
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,105.0,Crotona -Tremont,2017-2019,01/01/2017,119.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Summer 2018,06/01/2018,10.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Summer 2017,06/01/2017,11.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,408.0,Hillcrest and Fresh Meadows (CD8),Winter 2011-12,12/01/2011,9.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,408.0,Hillcrest and Fresh Meadows (CD8),Annual Average 2014,12/01/2013,8.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503.0,Willowbrook,Winter 2011-12,12/01/2011,8.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503.0,Willowbrook,Summer 2020,06/01/2020,6.6
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105.0,Crotona -Tremont,Summer 2017,06/01/2017,10.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205.0,Sunset Park,Summer 2017,06/01/2017,9.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205.0,Sunset Park,Winter 2016-17,12/01/2016,8.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103.0,Fordham - Bronx Pk,Winter 2016-17,12/01/2016,8.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403.0,Flushing - Clearview,Annual Average 2014,12/01/2013,8.7
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403.0,Flushing - Clearview,Summer 2017,06/01/2017,8.9
Nitrogen dioxide (NO2),Mean,ppb,CD,408.0,Hillcrest and Fresh Meadows (CD8),Summer 2013,06/01/2013,16.2
Nitrogen dioxide (NO2),Mean,ppb,CD,408.0,Hillcrest and Fresh Meadows (CD8),Summer 2012,06/01/2012,16.3
Nitrogen dioxide (NO2),Mean,ppb,CD,408.0,Hillcrest and Fresh Meadows (CD8),Annual Average 2018,01/01/2018,17.2
Nitrogen dioxide (NO2),Mean,ppb,CD,408.0,Hillcrest and Fresh Meadows (CD8),Summer 2021,06/01/2021,10.2
Nitrogen dioxide (NO2),Mean,ppb,CD,206.0,Belmont and East Tremont (CD6),Summer 2012,06/01/2012,18.8
Nitrogen dioxide (NO2),Mean,ppb,CD,206.0,Belmont and East Tremont (CD6),Summer 2013,06/01/2013,18.1
Nitrogen dioxide (NO2),Mean,ppb,CD,206.0,Belmont and East Tremont (CD6),Annual Average 2018,01/01/2018,19.2
Nitrogen dioxide (NO2),Mean,ppb,CD,306.0,Park Slope and Carroll Gardens (CD6),Annual Average 2016,12/31/2015,21.2
Nitrogen dioxide (NO2),Mean,ppb,CD,306.0,Park Slope and Carroll Gardens (CD6),Summer 2021,06/01/2021,14.4
Nitrogen dioxide (NO2),Mean,ppb,CD,306.0,Park Slope and Carroll Gardens (CD6),Summer 2015,06/01/2015,16.9
Nitrogen dioxide (NO2),Mean,ppb,CD,306.0,Park Slope and Carroll Gardens (CD6),Winter 2019-20,12/01/2019,28.4
Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504.0,Southern SI,Summer 2012,06/01/2012,9.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,203.0,Morrisania and Crotona (CD3),Winter 2021-22,12/01/2021,7.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,404.0,Elmhurst and Corona (CD4),Winter 2014-15,12/01/2014,9.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),Annual Average 2021,01/01/2021,6.7
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,307.0,Gramercy Park - Murray Hill,2015-2017,01/01/2015,1.0
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,208.0,Canarsie - Flatlands,2012-2014,01/02/2012,52.2
Ozone (O3),Mean,ppb,Borough,2.0,Brooklyn,2-Year Summer Average 2009-2010,06/01/2009,28.0
Nitrogen dioxide (NO2),Mean,ppb,UHF34,302.0,Central Harlem - Morningside Heights,Winter 2009-10,12/01/2009,29.3
Nitrogen dioxide (NO2),Mean,ppb,UHF34,102.0,Northeast Bronx,Winter 2016-17,12/01/2016,26.4
Nitrogen dioxide (NO2),Mean,ppb,UHF34,102.0,Northeast Bronx,Summer 2017,06/01/2017,14.4
Ozone (O3),Mean,ppb,UHF34,202.0,Downtown - Heights - Slope,Summer 2020,06/01/2020,28.8
Nitrogen dioxide (NO2),Mean,ppb,UHF34,201.0,Greenpoint,Summer 2017,06/01/2017,16.4
Nitrogen dioxide (NO2),Mean,ppb,UHF34,202.0,Downtown - Heights - Slope,Winter 2009-10,12/01/2009,29.3
Nitrogen dioxide (NO2),Mean,ppb,UHF34,202.0,Downtown - Heights - Slope,Summer 2020,06/01/2020,13.0
Nitrogen dioxide (NO2),Mean,ppb,UHF34,301.0,Washington Heights,Winter 2016-17,12/01/2016,26.9
Nitrogen dioxide (NO2),Mean,ppb,UHF34,301.0,Washington Heights,Summer 2018,06/01/2018,15.0
Nitrogen dioxide (NO2),Mean,ppb,UHF34,201.0,Greenpoint,Winter 2011-12,12/01/2011,26.9
Nitrogen dioxide (NO2),Mean,ppb,UHF34,201.0,Greenpoint,Winter 2009-10,12/01/2009,28.1
Nitrogen dioxide (NO2),Mean,ppb,UHF34,302.0,Central Harlem - Morningside Heights,Summer 2018,06/01/2018,16.9
Nitrogen dioxide (NO2),Mean,ppb,UHF34,302.0,Central Harlem - Morningside Heights,Summer 2020,06/01/2020,14.6
Nitrogen dioxide (NO2),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Annual Average 2014,12/01/2013,17.1
Nitrogen dioxide (NO2),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Winter 2016-17,12/01/2016,24.3
Nitrogen dioxide (NO2),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Summer 2020,06/01/2020,12.2
Ozone (O3),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Summer 2012,06/01/2012,33.4
Ozone (O3),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,Summer 2021,06/01/2021,26.9
Ozone (O3),Mean,ppb,UHF34,302.0,Central Harlem - Morningside Heights,Summer 2018,06/01/2018,28.4
Ozone (O3),Mean,ppb,UHF34,302.0,Central Harlem - Morningside Heights,Summer 2020,06/01/2020,29.5
Ozone (O3),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Summer 2018,06/01/2018,29.8
Ozone (O3),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Summer 2020,06/01/2020,28.5
Ozone (O3),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Summer 2017,06/01/2017,27.5
Nitrogen dioxide (NO2),Mean,ppb,UHF34,201.0,Greenpoint,Annual Average 2012,12/01/2011,23.6
Nitrogen dioxide (NO2),Mean,ppb,UHF34,301.0,Washington Heights,Summer 2022,06/01/2022,13.5
Nitrogen dioxide (NO2),Mean,ppb,UHF34,102.0,Northeast Bronx,Annual Average 2012,12/01/2011,20.0
Nitrogen dioxide (NO2),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Annual Average 2012,12/01/2011,19.1
Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,Summer 2021,06/01/2021,14.6
Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,Winter 2021-22,12/01/2021,23.3
Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Annual Average 2016,12/31/2015,28.4
Nitrogen dioxide (NO2),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,Winter 2019-20,12/01/2019,26.6
Nitrogen dioxide (NO2),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,Summer 2019,06/01/2019,16.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,405.0,Ridgewood and Maspeth (CD5),Annual Average 2017,01/01/2017,7.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,405.0,Ridgewood and Maspeth (CD5),Annual Average 2012,12/01/2011,9.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,405.0,Ridgewood and Maspeth (CD5),Summer 2022,06/01/2022,6.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),Summer 2018,06/01/2018,12.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),Winter 2016-17,12/01/2016,11.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306.0,Chelsea - Clinton,Summer 2022,06/01/2022,8.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),Summer 2020,06/01/2020,7.3
Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,Summer 2015,06/01/2015,17.4
Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Winter 2019-20,12/01/2019,33.6
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,102.0,Northeast Bronx,2012-2014,01/02/2012,14.2
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,302.0,Central Harlem - Morningside Heights,2012-2014,01/02/2012,16.5
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,102.0,Northeast Bronx,2015-2017,01/01/2015,15.4
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,306.0,Chelsea - Clinton,2017-2019,01/01/2017,4.0
Nitrogen dioxide (NO2),Mean,ppb,UHF42,406.0,Fresh Meadows,Summer 2019,06/01/2019,12.6
Ozone (O3),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Summer 2009,06/01/2009,18.2
Ozone (O3),Mean,ppb,UHF42,406.0,Fresh Meadows,Summer 2009,06/01/2009,25.4
Nitrogen dioxide (NO2),Mean,ppb,CD,105.0,Midtown (CD5),Summer 2021,06/01/2021,22.1
Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Summer 2021,06/01/2021,10.4
Nitrogen dioxide (NO2),Mean,ppb,CD,105.0,Midtown (CD5),Annual Average 2016,12/31/2015,31.6
Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),Winter 2021-22,12/01/2021,22.2
Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Annual Average 2016,12/31/2015,17.8
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,302.0,Central Harlem - Morningside Heights,2009-2011,01/01/2009,18.8
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,406.0,Fresh Meadows,2012-2014,01/02/2012,8.1
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,202.0,Downtown - Heights - Slope,2015-2017,01/01/2015,7.8
Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,302.0,Central Harlem - Morningside Heights,2012-2014,01/02/2012,16.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,315.0,Sheepshead Bay (CD15),Winter 2021-22,12/01/2021,6.5
Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107.0,South Bronx,Winter 2011-12,12/01/2011,25.9
Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107.0,South Bronx,Winter 2009-10,12/01/2009,27.1
Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107.0,South Bronx,Annual Average 2014,12/01/2013,21.8
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,4.0,Queens,2005-2007,01/01/2005,26.0
Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107.0,South Bronx,Summer 2017,06/01/2017,16.8
Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107.0,South Bronx,Winter 2016-17,12/01/2016,27.5
Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107.0,South Bronx,Summer 2020,06/01/2020,14.5
Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107.0,South Bronx,Summer 2018,06/01/2018,15.4
Ozone (O3),Mean,ppb,UHF34,401.0,Long Island City - Astoria,Summer 2018,06/01/2018,29.7
Ozone (O3),Mean,ppb,UHF34,208.0,Canarsie - Flatlands,Summer 2018,06/01/2018,33.0
Ozone (O3),Mean,ppb,UHF34,206.0,Borough Park,Summer 2018,06/01/2018,30.4
Ozone (O3),Mean,ppb,UHF34,206.0,Borough Park,Summer 2017,06/01/2017,29.7
Nitrogen dioxide (NO2),Mean,ppb,UHF34,208.0,Canarsie - Flatlands,Summer 2014,06/01/2014,11.1
Nitrogen dioxide (NO2),Mean,ppb,UHF34,206.0,Borough Park,Summer 2012,06/01/2012,16.7
Nitrogen dioxide (NO2),Mean,ppb,UHF34,208.0,Canarsie - Flatlands,Summer 2012,06/01/2012,12.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,313.0,Coney Island (CD13),Summer 2021,06/01/2021,8.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,315.0,Sheepshead Bay (CD15),Annual Average 2018,01/01/2018,6.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401.0,Long Island City - Astoria,Annual Average 2018,01/01/2018,8.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107.0,South Bronx,Annual Average 2010,12/01/2009,10.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,315.0,Sheepshead Bay (CD15),Annual Average 2017,01/01/2017,6.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Winter 2010-11,12/01/2010,11.4
Fine particles (PM 2.5),Mean,mcg/m3,Borough,4.0,Queens,Annual Average 2013,12/01/2012,8.4
Fine particles (PM 2.5),Mean,mcg/m3,Borough,4.0,Queens,Winter 2010-11,12/01/2010,12.1
Fine particles (PM 2.5),Mean,mcg/m3,Borough,4.0,Queens,Winter 2014-15,12/01/2014,8.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Summer 2009,06/01/2009,9.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Annual Average 2013,12/01/2012,7.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Annual Average 2017,01/01/2017,6.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Annual Average 2012,12/01/2011,8.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Summer 2022,06/01/2022,6.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Winter 2011-12,12/01/2011,8.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Winter 2009-10,12/01/2009,8.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Annual Average 2014,12/01/2013,8.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Summer 2017,06/01/2017,8.4
Nitrogen dioxide (NO2),Mean,ppb,CD,101.0,Financial District (CD1),Summer 2013,06/01/2013,27.8
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,209.0,Bensonhurst - Bay Ridge,2012-2014,01/02/2012,4.7
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,410.0,Rockaways,2012-2014,01/02/2012,18.0
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,209.0,Bensonhurst - Bay Ridge,2015-2017,01/01/2015,16.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,501.0,St. George and Stapleton (CD1),Winter 2009-10,12/01/2009,9.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,501.0,St. George and Stapleton (CD1),Winter 2011-12,12/01/2011,8.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,201.0,Mott Haven and Melrose (CD1),Winter 2011-12,12/01/2011,11.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,201.0,Mott Haven and Melrose (CD1),Winter 2016-17,12/01/2016,9.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,201.0,Mott Haven and Melrose (CD1),Summer 2018,06/01/2018,9.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,201.0,Mott Haven and Melrose (CD1),Winter 2009-10,12/01/2009,11.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,201.0,Mott Haven and Melrose (CD1),Annual Average 2014,12/01/2013,10.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409.0,Southeast Queens,Summer 2017,06/01/2017,8.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409.0,Southeast Queens,Summer 2018,06/01/2018,8.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409.0,Southeast Queens,Winter 2016-17,12/01/2016,7.7
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106.0,High Bridge - Morrisania,Winter 2009-10,12/01/2009,12.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106.0,High Bridge - Morrisania,Summer 2017,06/01/2017,10.1
Nitrogen dioxide (NO2),Mean,ppb,CD,101.0,Financial District (CD1),Winter 2021-22,12/01/2021,25.6
Nitrogen dioxide (NO2),Mean,ppb,CD,102.0,Greenwich Village and Soho (CD2),Summer 2021,06/01/2021,17.8
Nitrogen dioxide (NO2),Mean,ppb,CD,401.0,Long Island City and Astoria (CD1),Winter 2021-22,12/01/2021,21.6
Nitrogen dioxide (NO2),Mean,ppb,CD,402.0,Woodside and Sunnyside (CD2),Annual Average 2016,12/31/2015,20.8
Nitrogen dioxide (NO2),Mean,ppb,CD,202.0,Hunts Point and Longwood (CD2),Summer 2015,06/01/2015,16.4
Nitrogen dioxide (NO2),Mean,ppb,CD,202.0,Hunts Point and Longwood (CD2),Winter 2019-20,12/01/2019,25.3
Nitrogen dioxide (NO2),Mean,ppb,UHF34,303.0,East Harlem,Annual Average 2018,01/01/2018,20.9
Ozone (O3),Mean,ppb,UHF34,304.0,Upper West Side,Summer 2021,06/01/2021,27.8
Nitrogen dioxide (NO2),Mean,ppb,UHF34,103.0,Fordham - Bronx Pk,Summer 2015,06/01/2015,16.0
Nitrogen dioxide (NO2),Mean,ppb,UHF34,103.0,Fordham - Bronx Pk,Summer 2019,06/01/2019,12.2
Nitrogen dioxide (NO2),Mean,ppb,CD,402.0,Woodside and Sunnyside (CD2),Summer 2015,06/01/2015,16.4
Nitrogen dioxide (NO2),Mean,ppb,CD,101.0,Financial District (CD1),Annual Average 2010,12/01/2009,33.4
Nitrogen dioxide (NO2),Mean,ppb,CD,102.0,Greenwich Village and Soho (CD2),Summer 2015,06/01/2015,22.4
Nitrogen dioxide (NO2),Mean,ppb,CD,402.0,Woodside and Sunnyside (CD2),Winter 2012-13,12/01/2012,26.8
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,310.0,Lower Manhattan,2005-2007,01/01/2005,3.8
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,306.0,Chelsea - Clinton,2015-2017,01/01/2015,9.4
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,302.0,Central Harlem - Morningside Heights,2015-2017,01/01/2015,228.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,405.0,Ridgewood and Maspeth (CD5),Summer 2018,06/01/2018,8.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,405.0,Ridgewood and Maspeth (CD5),Summer 2017,06/01/2017,9.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,405.0,Ridgewood and Maspeth (CD5),Winter 2016-17,12/01/2016,8.2
Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,406.0,Fresh Meadows,2015,01/01/2015,0.4
Nitrogen dioxide (NO2),Mean,ppb,CD,405.0,Ridgewood and Maspeth (CD5),Summer 2013,06/01/2013,16.7
Nitrogen dioxide (NO2),Mean,ppb,CD,405.0,Ridgewood and Maspeth (CD5),Summer 2012,06/01/2012,17.0
Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),Summer 2015,06/01/2015,18.8
Nitrogen dioxide (NO2),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,Summer 2013,06/01/2013,16.5
Nitrogen dioxide (NO2),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,Annual Average 2018,01/01/2018,17.9
Ozone (O3),Mean,ppb,UHF34,407.0,Southwest Queens,Summer 2013,06/01/2013,31.7
Ozone (O3),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,Summer 2013,06/01/2013,30.7
Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Winter 2019-20,12/01/2019,25.2
Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),Summer 2015,06/01/2015,15.0
Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),Summer 2019,06/01/2019,13.2
Nitrogen dioxide (NO2),Mean,ppb,CD,405.0,Ridgewood and Maspeth (CD5),Winter 2012-13,12/01/2012,25.0
Nitrogen dioxide (NO2),Mean,ppb,CD,405.0,Ridgewood and Maspeth (CD5),Annual Average 2010,12/01/2009,22.6
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,302.0,Central Harlem - Morningside Heights,2005-2007,01/01/2005,5.0
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,202.0,Downtown - Heights - Slope,2005-2007,01/01/2005,4.9
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,302.0,Central Harlem - Morningside Heights,2017-2019,01/01/2017,4.0
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,302.0,Central Harlem - Morningside Heights,2015-2017,01/01/2015,4.4
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,102.0,Northeast Bronx,2015-2017,01/01/2015,6.2
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,202.0,Downtown - Heights - Slope,2012-2014,01/02/2012,4.3
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,302.0,Central Harlem - Morningside Heights,2012-2014,01/02/2012,4.7
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,302.0,Central Harlem - Morningside Heights,2005-2007,01/01/2005,41.7
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,102.0,Northeast Bronx,2017-2019,01/01/2017,116.0
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,202.0,Downtown - Heights - Slope,2017-2019,01/01/2017,9.0
Nitrogen dioxide (NO2),Mean,ppb,CD,408.0,Hillcrest and Fresh Meadows (CD8),Annual Average 2010,12/01/2009,21.3
Nitrogen dioxide (NO2),Mean,ppb,CD,408.0,Hillcrest and Fresh Meadows (CD8),Winter 2012-13,12/01/2012,22.2
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,305.0,Upper East Side,2017-2019,01/01/2017,4.0
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,203.0,Bedford Stuyvesant - Crown Heights,2005-2007,01/01/2005,5.3
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,405.0,Ridgewood - Forest Hills,2005-2007,01/01/2005,6.7
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,105.0,Crotona -Tremont,2017-2019,01/01/2017,4.0
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,305.0,Upper East Side,2005-2007,01/01/2005,4.0
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,303.0,East Harlem,2005-2007,01/01/2005,4.7
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,403.0,Flushing - Clearview,2012-2014,01/02/2012,5.9
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,403.0,Flushing - Clearview,2015-2017,01/01/2015,5.8
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,305.0,Upper East Side,2012-2014,01/02/2012,4.3
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,103.0,Fordham - Bronx Pk,2017-2019,01/01/2017,112.0
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,305.0,Upper East Side,2017-2019,01/01/2017,5.0
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,203.0,Bedford Stuyvesant - Crown Heights,2005-2007,01/01/2005,37.9
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,403.0,Flushing - Clearview,2017-2019,01/01/2017,10.0
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,405.0,Ridgewood - Forest Hills,2005-2007,01/01/2005,40.4
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,405.0,Ridgewood - Forest Hills,2005-2007,01/01/2005,17.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504.0,Southern SI,Annual Average 2010,12/01/2009,8.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504.0,Southern SI,Winter 2012-13,12/01/2012,9.7
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504.0,Southern SI,Summer 2015,06/01/2015,8.6
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504.0,Southern SI,Summer 2019,06/01/2019,7.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504.0,Southern SI,Winter 2019-20,12/01/2019,6.4
