Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Year,Data Value Normalized
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,Annual Average 2011,12/01/2010,10.9,2011.0,0.02566517541794208
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,104.0,Pelham - Throgs Neck,2015,01/01/2015,23.6,2015.0,0.05556863668471863
Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,104.0,Pelham - Throgs Neck,2015,01/01/2015,0.4,2015.0,0.0009418412997409938
Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,211.0,Williamsburg - Bushwick,2015,01/01/2015,0.1,2015.0,0.00023546032493524844
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,204.0,East New York,2015,01/01/2015,14.7,2015.0,0.03461266776548152
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,504.0,South Beach - Tottenville,2015,01/01/2015,2.0,2015.0,0.0047092064987049684
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205.0,Sunset Park,Annual Average 2015,01/01/2015,9.5,2015.0,0.0223687308688486
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,504.0,South Beach - Tottenville,2012-2014,01/02/2012,6.4,2012.0,0.0150694607958559
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,5.0,Staten Island,2012-2014,01/02/2012,62.5,2012.0,0.14716270308453025
Nitrogen dioxide (NO2),Mean,ppb,UHF34,205.0,Sunset Park,Winter 2009-10,12/01/2009,27.5,2009.0,0.06475158935719331
Nitrogen dioxide (NO2),Mean,ppb,UHF34,205.0,Sunset Park,Summer 2020,06/01/2020,11.8,2020.0,0.027784318342359313
Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406.0,Bayside Little Neck-Fresh Meadows,Winter 2020-21,12/01/2020,19.2,2020.0,0.04520838238756769
Ozone (O3),Mean,ppb,UHF34,205.0,Sunset Park,Summer 2011,06/01/2011,31.5,2011.0,0.07417000235460325
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406.0,Bayside Little Neck-Fresh Meadows,Winter 2021-22,12/01/2021,6.6,2021.0,0.015540381445726394
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406.0,Bayside Little Neck-Fresh Meadows,Summer 2021,06/01/2021,7.9,2021.0,0.018601365669884625
Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,504.0,South Beach - Tottenville,2015,01/01/2015,0.0,2015.0,0.0
Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,304.0,Upper West Side,2015,01/01/2015,7.0,2015.0,0.01648222274546739
Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,204.0,East New York,2015,01/01/2015,0.0,2015.0,0.0
Ozone (O3),Mean,ppb,UHF34,409.0,Southeast Queens,Summer 2014,06/01/2014,33.6,2014.0,0.07911466917824347
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,304.0,Upper West Side,2009-2011,01/01/2009,2.8,2009.0,0.006592889098186955
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,204.0,East New York,2009-2011,01/01/2009,11.5,2009.0,0.027077937367553567
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,404.0,Bayside - Little Neck,2009-2011,01/01/2009,2.2,2009.0,0.005180127148575466
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,404.0,Bayside - Little Neck,2009-2011,01/01/2009,6.7,2009.0,0.015775841770661644
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,104.0,Pelham - Throgs Neck,2009-2011,01/01/2009,57.5,2009.0,0.13538968683776784
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,404.0,Bayside - Little Neck,2012-2014,01/02/2012,6.6,2012.0,0.015540381445726394
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,304.0,Upper West Side,2012-2014,01/02/2012,26.9,2012.0,0.06333882740758182
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,104.0,Pelham - Throgs Neck,2012-2014,01/02/2012,78.0,2012.0,0.18365905344949376
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,104.0,Pelham - Throgs Neck,2015-2017,01/01/2015,60.2,2015.0,0.14174711561101955
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,204.0,East New York,2012-2014,01/02/2012,115.2,2012.0,0.2712502943254062
Ozone (O3),Mean,ppb,CD,403.0,Jackson Heights (CD3),Summer 2016,06/01/2016,33.0,2016.0,0.07770190722863198
Nitrogen dioxide (NO2),Mean,ppb,UHF42,208.0,Canarsie - Flatlands,Annual Average 2018,01/01/2018,14.5,2018.0,0.03414174711561102
Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,Summer 2013,06/01/2013,33.9,2013.0,0.07982105015304922
Nitrogen dioxide (NO2),Mean,ppb,Borough,1.0,Bronx,Annual Average 2010,12/01/2009,22.2,2010.0,0.052272192135625145
Nitrogen dioxide (NO2),Mean,ppb,UHF42,107.0,Hunts Point - Mott Haven,Summer 2015,06/01/2015,16.5,2015.0,0.03885095361431599
Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),Annual Average 2012,12/01/2011,10.4,2012.0,0.024487873793265835
Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),Annual Average 2012,12/01/2011,9.2,2012.0,0.02166234989404285
Fine particles (PM 2.5),Mean,mcg/m3,CD,503.0,Tottenville and Great Kills (CD3),Summer 2022,06/01/2022,5.6,2022.0,0.01318577819637391
Fine particles (PM 2.5),Mean,mcg/m3,CD,317.0,East Flatbush (CD17),Summer 2017,06/01/2017,9.1,2017.0,0.021426889569107606
Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),Winter 2009-10,12/01/2009,12.5,2009.0,0.02943254061690605
Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),Winter 2011-12,12/01/2011,11.4,2011.0,0.026842477042618322
Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),Winter 2016-17,12/01/2016,8.7,2016.0,0.02048504826936661
Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),Summer 2017,06/01/2017,10.2,2017.0,0.024016953143395338
Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),Summer 2020,06/01/2020,7.9,2020.0,0.018601365669884625
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,Summer 2022,06/01/2022,8.0,2022.0,0.018836825994819874
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Summer 2022,06/01/2022,8.0,2022.0,0.018836825994819874
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,Annual Average 2012,12/01/2011,8.4,2012.0,0.01977866729456087
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408.0,Jamaica,Annual Average 2012,12/01/2011,8.5,2012.0,0.020014127619496114
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408.0,Jamaica,Summer 2022,06/01/2022,6.3,2022.0,0.01483400047092065
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,408.0,Jamaica,2015,01/01/2015,13.1,2015.0,0.030845302566517543
Fine particles (PM 2.5),Mean,mcg/m3,CD,404.0,Elmhurst and Corona (CD4),Summer 2020,06/01/2020,7.1,2020.0,0.016717683070402636
Nitrogen dioxide (NO2),Mean,ppb,CD,103.0,Lower East Side and Chinatown (CD3),Summer 2019,06/01/2019,19.9,2019.0,0.04685660466211443
Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Annual Average 2010,12/01/2009,23.6,2010.0,0.05556863668471863
Nitrogen dioxide (NO2),Mean,ppb,UHF42,208.0,Canarsie - Flatlands,Summer 2019,06/01/2019,9.2,2019.0,0.02166234989404285
Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Summer 2019,06/01/2019,13.4,2019.0,0.03155168354132329
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,408.0,Jamaica,2009-2011,01/01/2009,12.7,2009.0,0.029903461266776548
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,308.0,Greenwich Village - SoHo,2009-2011,01/01/2009,5.4,2009.0,0.012714857546503415
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,307.0,Gramercy Park - Murray Hill,2005-2007,01/01/2005,13.0,2005.0,0.030609842241582294
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,308.0,Greenwich Village - SoHo,2005-2007,01/01/2005,5.9,2005.0,0.013892159171179657
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Borough,1.0,Bronx,2017-2019,01/01/2017,12.0,2017.0,0.02825523899222981
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Borough,2.0,Brooklyn,2005-2007,01/01/2005,19.6,2005.0,0.04615022368730869
Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,410.0,Rockaways,2015,01/01/2015,0.0,2015.0,0.0
Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,206.0,Borough Park,2015,01/01/2015,0.2,2015.0,0.0004709206498704969
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,206.0,Borough Park,2015,01/01/2015,34.4,2015.0,0.08099835177772545
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,410.0,Rockaways,2009-2011,01/01/2009,9.0,2009.0,0.021191429244172357
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,209.0,Bensonhurst - Bay Ridge,2009-2011,01/01/2009,2.9,2009.0,0.006828349423122204
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,310.0,Lower Manhattan,2009-2011,01/01/2009,2.6,2009.0,0.006121968448316459
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,409.0,Southeast Queens,2012-2014,01/02/2012,21.9,2012.0,0.0515658111608194
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,210.0,Coney Island - Sheepshead Bay,2012-2014,01/02/2012,17.9,2012.0,0.04214739816340946
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,3.0,Manhattan,2012-2014,01/02/2012,40.8,2012.0,0.09606781257358135
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,409.0,Southeast Queens,2015-2017,01/01/2015,17.9,2015.0,0.04214739816340946
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,209.0,Bensonhurst - Bay Ridge,2012-2014,01/02/2012,10.4,2012.0,0.024487873793265835
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,410.0,Rockaways,2015-2017,01/01/2015,63.0,2015.0,0.1483400047092065
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,310.0,Lower Manhattan,2005-2007,01/01/2005,35.0,2005.0,0.08241111372733695
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,106.0,High Bridge - Morrisania,2012-2014,01/02/2012,134.5,2012.0,0.3166941370379091
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,210.0,Coney Island - Sheepshead Bay,2012-2014,01/02/2012,26.8,2012.0,0.06310336708264658
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,310.0,Lower Manhattan,2012-2014,01/02/2012,24.6,2012.0,0.057923239934071113
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,410.0,Rockaways,2012-2014,01/02/2012,72.6,2012.0,0.17094419590299034
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,409.0,Southeast Queens,2012-2014,01/02/2012,4.3,2012.0,0.010124793972215681
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,3.0,Manhattan,2012-2014,01/02/2012,4.2,2012.0,0.009889333647280434
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,210.0,Coney Island - Sheepshead Bay,2012-2014,01/02/2012,8.0,2012.0,0.018836825994819874
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,310.0,Lower Manhattan,2012-2014,01/02/2012,2.5,2012.0,0.00588650812338121
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,209.0,Bensonhurst - Bay Ridge,2012-2014,01/02/2012,6.5,2012.0,0.015304921120791147
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,209.0,Bensonhurst - Bay Ridge,2015-2017,01/01/2015,6.3,2015.0,0.01483400047092065
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,206.0,Borough Park,2015-2017,01/01/2015,4.8,2015.0,0.011302095596891923
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,410.0,Rockaways,2012-2014,01/02/2012,9.4,2012.0,0.022133270543913352
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,210.0,Coney Island - Sheepshead Bay,2015-2017,01/01/2015,8.5,2015.0,0.020014127619496114
Nitrogen dioxide (NO2),Mean,ppb,UHF42,310.0,Lower Manhattan,Winter 2019-20,12/01/2019,32.1,2019.0,0.07558276430421475
Ozone (O3),Mean,ppb,CD,401.0,Long Island City and Astoria (CD1),Summer 2012,06/01/2012,34.6,2012.0,0.08146927242759595
Fine particles (PM 2.5),Mean,mcg/m3,CD,316.0,Brownsville (CD16),Annual Average 2015,01/01/2015,8.9,2015.0,0.02095596891923711
Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),Winter 2018-19,12/01/2018,8.0,2018.0,0.018836825994819874
Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),Summer 2015,06/01/2015,10.5,2015.0,0.024723334118201084
Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),Winter 2019-20,12/01/2019,7.2,2019.0,0.016953143395337888
Fine particles (PM 2.5),Mean,mcg/m3,CD,405.0,Ridgewood and Maspeth (CD5),Annual Average 2011,12/01/2010,10.2,2011.0,0.024016953143395338
Fine particles (PM 2.5),Mean,mcg/m3,CD,405.0,Ridgewood and Maspeth (CD5),Annual Average 2020,01/01/2020,6.3,2020.0,0.01483400047092065
Fine particles (PM 2.5),Mean,mcg/m3,CD,405.0,Ridgewood and Maspeth (CD5),Winter 2018-19,12/01/2018,7.6,2018.0,0.01789498469507888
Fine particles (PM 2.5),Mean,mcg/m3,CD,305.0,East New York and Starrett City (CD5),Annual Average 2011,12/01/2010,10.0,2011.0,0.02354603249352484
Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),Annual Average 2015,01/01/2015,9.9,2015.0,0.023310572168589595
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,202.0,Downtown - Heights - Slope,2015-2017,01/01/2015,62.6,2015.0,0.14739816340946552
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,406.0,Fresh Meadows,2017-2019,01/01/2017,57.0,2017.0,0.1342123852130916
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302.0,Central Harlem - Morningside Heights,Winter 2018-19,12/01/2018,7.6,2018.0,0.01789498469507888
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,Annual Average 2009,12/01/2008,10.7,2009.0,0.025194254768071578
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,Annual Average 2015,01/01/2015,9.1,2015.0,0.021426889569107606
Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,306.0,Chelsea - Clinton,2015,01/01/2015,4.9,2015.0,0.011537555921827173
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,302.0,Central Harlem - Morningside Heights,2015,01/01/2015,77.8,2015.0,0.18318813279962326
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,306.0,Chelsea - Clinton,2015,01/01/2015,181.5,2015.0,0.42736048975747587
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,202.0,Downtown - Heights - Slope,2015,01/01/2015,32.5,2015.0,0.07652460560395574
Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,202.0,Downtown - Heights - Slope,2015,01/01/2015,0.2,2015.0,0.0004709206498704969
Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,302.0,Central Harlem - Morningside Heights,2015,01/01/2015,1.6,2015.0,0.003767365198963975
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,406.0,Fresh Meadows,2015,01/01/2015,14.3,2015.0,0.03367082646574052
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207.0,East Flatbush - Flatbush,Annual Average 2020,01/01/2020,6.0,2020.0,0.014127619496114905
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407.0,Southwest Queens,Winter 2018-19,12/01/2018,6.9,2018.0,0.016246762420532142
Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,102.0,Northeast Bronx,2015-2017,01/01/2015,33.3,2015.0,0.07840828820343772
Nitrogen dioxide (NO2),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,Summer 2016,06/01/2016,14.0,2016.0,0.03296444549093478
Nitrogen dioxide (NO2),Mean,ppb,UHF34,407.0,Southwest Queens,Winter 2015-16,12/01/2015,22.9,2015.0,0.05392041441017188
Ozone (O3),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,Summer 2011,06/01/2011,32.7,2011.0,0.07699552625382623
Ozone (O3),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,Summer 2010,06/01/2010,33.3,2010.0,0.07840828820343772
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207.0,East Flatbush - Flatbush,Summer 2013,06/01/2013,10.2,2013.0,0.024016953143395338
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207.0,East Flatbush - Flatbush,Annual Average 2016,12/31/2015,7.6,2016.0,0.01789498469507888
Nitrogen dioxide (NO2),Mean,ppb,UHF34,209.0,Bensonhurst - Bay Ridge,Summer 2011,06/01/2011,17.0,2011.0,0.04002825523899223
Nitrogen dioxide (NO2),Mean,ppb,UHF34,209.0,Bensonhurst - Bay Ridge,Summer 2016,06/01/2016,13.3,2016.0,0.031316223216388044
Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502.0,Northern SI,Summer 2010,06/01/2010,14.9,2010.0,0.035083588415352016
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,Annual Average 2009,12/01/2008,11.4,2009.0,0.026842477042618322
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,Summer 2014,06/01/2014,9.6,2014.0,0.022604191193783846
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209.0,Bensonhurst - Bay Ridge,Annual Average 2016,12/31/2015,7.1,2016.0,0.016717683070402636
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209.0,Bensonhurst - Bay Ridge,Summer 2021,06/01/2021,8.3,2021.0,0.01954320696962562
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502.0,Northern SI,Winter 2021-22,12/01/2021,6.4,2021.0,0.0150694607958559
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209.0,Bensonhurst - Bay Ridge,Summer 2013,06/01/2013,9.8,2013.0,0.023075111843654347
Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,201.0,Greenpoint,2015,01/01/2015,0.0,2015.0,0.0
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,101.0,Kingsbridge - Riverdale,2009-2011,01/01/2009,7.5,2009.0,0.01765952437014363
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,501.0,Port Richmond,2009-2011,01/01/2009,64.5,2009.0,0.15187190958323524
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,501.0,Port Richmond,2012-2014,01/02/2012,54.0,2012.0,0.12714857546503414
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,301.0,Washington Heights,2015-2017,01/01/2015,42.6,2015.0,0.10030609842241583
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,201.0,Greenpoint,2012-2014,01/02/2012,32.1,2012.0,0.07558276430421475
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,201.0,Greenpoint,2015-2017,01/01/2015,27.6,2015.0,0.06498704968212857
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,301.0,Washington Heights,2012-2014,01/02/2012,47.2,2012.0,0.11113727336943725
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,401.0,Long Island City - Astoria,2012-2014,01/02/2012,4.2,2012.0,0.009889333647280434
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,201.0,Greenpoint,2012-2014,01/02/2012,3.5,2012.0,0.008241111372733695
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,301.0,Washington Heights,2015-2017,01/01/2015,3.3,2015.0,0.007770190722863197
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,401.0,Long Island City - Astoria,2015-2017,01/01/2015,4.3,2015.0,0.010124793972215681
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,301.0,Washington Heights,2012-2014,01/02/2012,3.9,2012.0,0.009182952672474688
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,501.0,Port Richmond,2015-2017,01/01/2015,5.2,2015.0,0.012243936896632918
Ozone (O3),Mean,ppb,UHF34,211.0,Williamsburg - Bushwick,Summer 2014,06/01/2014,30.4,2014.0,0.07157993878031552
Nitrogen dioxide (NO2),Mean,ppb,UHF42,401.0,Long Island City - Astoria,Summer 2015,06/01/2015,16.7,2015.0,0.039321874264186485
Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,Winter 2012-13,12/01/2012,27.7,2012.0,0.0652225100070638
Ozone (O3),Mean,ppb,CD,410.0,South Ozone Park and Howard Beach (CD10),Summer 2012,06/01/2012,34.8,2012.0,0.08194019307746644
Ozone (O3),Mean,ppb,CD,410.0,South Ozone Park and Howard Beach (CD10),Summer 2013,06/01/2013,32.3,2013.0,0.07605368495408524
Nitrogen dioxide (NO2),Mean,ppb,CD,212.0,Williamsbridge and Baychester (CD12),Winter 2019-20,12/01/2019,21.6,2019.0,0.05085943018601366
Nitrogen dioxide (NO2),Mean,ppb,CD,312.0,Borough Park (CD12),Summer 2015,06/01/2015,14.8,2015.0,0.03484812809041677
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,203.0,Bedford Stuyvesant - Crown Heights,2012-2014,01/02/2012,124.3,2012.0,0.29267718389451375
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,103.0,Fordham - Bronx Pk,2015-2017,01/01/2015,85.5,2015.0,0.20131857781963738
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,205.0,Sunset Park,2012-2014,01/02/2012,33.1,2012.0,0.07793736755356723
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,303.0,East Harlem,2012-2014,01/02/2012,5.3,2012.0,0.012479397221568166
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,405.0,Ridgewood - Forest Hills,2015-2017,01/01/2015,5.3,2015.0,0.012479397221568166
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,103.0,Fordham - Bronx Pk,2015-2017,01/01/2015,4.0,2015.0,0.009418412997409937
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,105.0,Crotona -Tremont,2012-2014,01/02/2012,3.4,2012.0,0.008005651047798447
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,303.0,East Harlem,2015-2017,01/01/2015,5.2,2015.0,0.012243936896632918
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,305.0,Upper East Side,2015-2017,01/01/2015,3.8,2015.0,0.00894749234753944
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,403.0,Flushing - Clearview,2012-2014,01/02/2012,13.5,2012.0,0.031787143866258534
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,403.0,Flushing - Clearview,2015-2017,01/01/2015,11.9,2015.0,0.028019778667294562
Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Winter 2012-13,12/01/2012,27.1,2012.0,0.06380974805745232
Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Annual Average 2010,12/01/2009,25.2,2010.0,0.0593360018836826
Ozone (O3),Mean,ppb,CD,104.0,Clinton and Chelsea (CD4),Summer 2021,06/01/2021,27.3,2021.0,0.06428066870732282
Nitrogen dioxide (NO2),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),Summer 2015,06/01/2015,16.6,2015.0,0.03908641393925124
Nitrogen dioxide (NO2),Mean,ppb,CD,206.0,Belmont and East Tremont (CD6),Annual Average 2010,12/01/2009,24.4,2010.0,0.05745231928420061
Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,503.0,Willowbrook,2015,01/01/2015,0.0,2015.0,0.0
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,403.0,Flushing - Clearview,2015,01/01/2015,17.0,2015.0,0.04002825523899223
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504.0,Southern SI,Annual Average 2012,12/01/2011,8.4,2012.0,0.01977866729456087
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504.0,Southern SI,Summer 2022,06/01/2022,5.7,2022.0,0.013421238521309161
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405.0,Ridgewood - Forest Hills,Winter 2012-13,12/01/2012,10.1,2012.0,0.02378149281846009
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405.0,Ridgewood - Forest Hills,Annual Average 2010,12/01/2009,9.5,2010.0,0.0223687308688486
